Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID
"Vargas C., Montalban J., Leon A.A.","57213186240;57224220111;57224218351;","Early warning tropical forest loss alerts in peru using landsat",2019,"Environmental Research Communications","1","12","121002","","",,10,"10.1088/2515-7620/ab4ec3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090508963&doi=10.1088%2f2515-7620%2fab4ec3&partnerID=40&md5=47dd761f30a44c97934bd92c0d00f045","Since March 16, 2017, the National Forest Conservation Program for Climate Change Mitigation (PNCBMCC) of Peru’s Ministry of the Environment (MINAM) has been implementing a methodology to detect early warning alerts of humid tropical forest cover loss in Peru using data from the Landsat 7 and 8 satellites. The method uses Direct Spectral Unmixing (DSU) to detect forest loss as small as 25% of a pixel. Between March 16 and December 25 of 2017, 500 Landsat images have been used to detect 137,143 hectares of humid tropical forest cover loss, including deforestation for agricultural expansion and illegal or informal extractive activities, such as the opening of roads for selective logging. Natural forest loss was also detected, produced by windstorms and landslides in mountainous areas, among others. The results were verified with high-resolution satellite images and the accuracy was evaluated using a stratified random sample, showing a high level of both user’s and producer’s accuracy. The early warning alerts are distributed and available through the Geobosques platform (http://geobosques.minam.gob.pe). © 2019 The Author(s). Published by IOP Publishing Ltd.","Early warning alerts; Forest cover loss; Humid tropical forest; Landsat; Peru","Vargas, C.; National Forest Conservation Program for Climate Change Mitigation, Peru; email: geocvargas@gmail.com",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85090508963
"Powell J.W.","57216331829;","Wood waste as an energy source in Ghana",2019,"Renewable Energy Resources and Rural Applications in the Developing World",,,,"115","128",,,"10.4324/9780429304378-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083216340&doi=10.4324%2f9780429304378-8&partnerID=40&md5=a1bbb00f9197aa6f799814f9961fdec6","Kumasi is the capital of the ancient kingdom of Ashanti which comprises the Ashanti Region of Ghana, almost the whole of Ashanti is covered by tropical forests and more than half of the sawmills in Ghana are located in or around Kumasi. It is therefore an ideal location for the study of the tropical high forest and the industries which it supports. The tropical forests of Ghana cover perhaps one third of the land area or about 30, 000 square miles. Much of the remainder of the Country supports more limited tree cover of savanna species. It is variously estimated that between 150 and 300 species of trees grow in Ghana. According to Siwek, a total of 10 million cubic metres of wood is obtained in Ghana every year. The quantity of wood waste produced by the timber industry of Ghana must be considered to be only the smaller part of total quantity produced by logging, reforestation and farming operations. © 1985 Taylor & Francis.",,"Powell, J.W.; Technology Consultancy Centre at the University of Science and TechnologyGhana",Book Chapter,"Final","",Scopus,2-s2.0-85083216340
"Bersacola E., Sastramidjaja W., Rayadin Y., Macdonald D., Cheyne S.M.","56803903300;57190214772;26650137400;7401463172;23396245300;","Occupancy patterns of ungulates and pig-tailed macaques across regenerating and anthropogenic forests on Borneo",2019,"Hystrix","30","2",,"","",,3,"10.4404/hystrix–00177-2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078808877&doi=10.4404%2fhystrix%e2%80%9300177-2019&partnerID=40&md5=f126fc9693105bc18f4f3ff2eb9c812d","Large seed dispersers play a key role in maintaining and restoring tree species diversity in tropical forests. These taxa may also represent important food sources for sympatric carnivores. Therefore, their occurrence and population status have implications for the health of the forest and conservation of predators. Here we examined patterns of occurrence of pig-tailed macaques (Macaca nemestrina), bearded pigs (Sus barbatus), muntjac deer (Muntiacus spp.), mouse deer (Tragulus spp.) and sambar deer (Rusa unicolor) across study areas on Indonesian Borneo characterised by different land use histories and forest changes. We expected that human activities, including logging and hunting, would have a negative effect on mean occupancy of these taxa. We also predicted that the relative abundance of Sunda clouded leopard (Neofelis diardi) would affect prey activity patterns. We conducted systematic camera trap surveys across six study areas on Indonesian Borneo and analysed data using occupancy modelling. Overall, mean occupancy probabilities for the clouded leopard’s prey species within regenerating forests were comparable to those in pristine habitats, but severely decreased at a site with ongoing human disturbance (logging and hunting). Mouse deer and muntjac deer diurnal activity positively correlated with detection rates of clouded leopards across sites, whereas other prey taxa showed no significant relationship. Therefore, some taxa are able to recolonise regenerating forests relatively quickly, but their distribution is reduced when simultaneous logging and hunting occur. In addition, mouse deer and muntjac deer appear able to adjust their activity patterns in response to the risk of predation. Our results provide support for investing conservation efforts of regenerating forests on Indonesian Borneo, which benefits the conservation of important large seed dispersers including primates and ungulates. Maintaining populations of large prey taxa will be crucial for the long-term persistence of clouded leopards. © 2019 Associazione Teriologica Italiana.","Conservation; Habitat use; Indonesia; Kalimantan; Predator-prey interactions","Cheyne, S.M.; Department of Social Sciences, Headington Campus, Gipsy Lane, United Kingdom; email: s.cheyne@borneonature.org",Article,"Final","",Scopus,2-s2.0-85078808877
"Ribeiro L.O.M.M., Silva J.N.M., Netto S.P., de Queiroz W.T.","57214242169;56317546400;35732007000;38761306600;","Evaluation of sampling with partial replacement in two successive occasions in a forest managed area in the municipality Paragominas, Pará, Brazil [Avaliação da amostragem com substituição parcial com duas medições sucessivas em floresta manejada no município de Paragominas, Pará]",2019,"Scientia Forestalis/Forest Sciences","47","124",,"778","790",,1,"10.18671/scifor.v47n124.19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078545640&doi=10.18671%2fscifor.v47n124.19&partnerID=40&md5=92715c7688911ced0bc9690912bdd48e","The Brazilian forest legislation establishes that the intensity of logging should be planned based on studies to determine volume increment of the forest under management. In this context, sampling processes on successive occasions are of utmost importance. Amongst these processes, continuous forest inventory (CFI) using permanent sampling plots is more widespread and applied in the Brazilian Amazon. An alternative less used in the tropics is the sampling with partial replacement (SPR). The present study aimed at evaluating the application of the SPR as an alternative process to monitoring growth and yield of natural forests in the Brazilian Amazon. Data from 30 permanent plots set space the Annual Production Units 4 and 5 of Rio Capim Forest Management Plan owned by the company CKVB Florestal Ltda. were used in the study. The forest management unit is located in Paragominas municipality in the state of Para, Brazil. The plot sizes are 50mx50m (0.25ha) and were measured in 2001 and in 2004. All individuals with diameter at breast height (DBH) ≥10 cm, were recorded and used in this study. SPR was compared to CFI using permanent sampling plots. Sampling precision and relative efficiency were used for comparisons. Relative efficiency was defined as the ratio of mean variances. The total volume estimated on the first occasion using SPR was 219,15 m3ha-1 ± 37,56 m3ha-1 and 236,84 m3ha-1 ± 39,69 m3ha-1 on the second occasion; for CFI the total volume was 217,12 m3ha-1 ± 43,96 m3ha-1 for the first occasion and 232,32 m3ha-1 ± 44,44 m3ha-1 for the second occasion. Periodic mean annual increment (PAI) was 4,66 m3ha-1year-1 for SPR and 4,68 m3ha-1year -1 for CFI. SPR was more efficient to estimate volume stock whereas CFI was more efficient to estimate the periodic annual increment (PAI). No statistical differences were found between estimates of the two processes. Estimates by SPR proved to be competitive when compared to CFI and therefore can be used as an alternative for monitoring growth and yield in the Brazilian Amazon. © 2019 University of Sao Paolo. All rights reserved.","Continuous forest inventory; Growth and yield; Permanent sample plots; Tropical forest","Ribeiro, L.O.M.M.; Universidade Federal Rural da Amazônia - UFRA.Brazil; email: luizotavioflorestal@gmail.com",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85078545640
"Jackson T.A., Crawford J.W., Traeholt C., Sanders T.A.B.","7401595562;57211474523;37111507700;7202485003;","Learning to love the world's most hated crop",2019,"Journal of Oil Palm Research","31","3",,"331","347",,6,"10.21894/jopr.2019.0046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074105369&doi=10.21894%2fjopr.2019.0046&partnerID=40&md5=d8566da5d161b95b14bff6cf17ca2f2d","The 2019 Inter-governmental Panel (IPCC) Report on Climate Change and Land highlighted the urgency and scale of the environmental impact from human-induced landscape change. Palm oil has historically had a particularly negative reputation for driving deforestation, biodiversity loss, greenhouse gas emissions, social exploitation and damaging health. In the eyes of many in the West, it is regarded as the world's most hated crop. However, palm is highly productive compared with other crops and produces 40% of the worlds edible oil from only 5% of vegetable oil producing land and 0.4% of agricultural land in total. It has the potential to meet future demand for oil with minimum additional environmental and climate impact compared with other sources of vegetable oil. The related high value density has the potential to move millions of vulnerable smallholder farmers out of poverty. Given the conclusions of the IPCC Climate and Land Report, it is therefore important to re-examine the crop's reputation in light of the accumulated evidence and to properly understand the full impacts across the environmental, health, social and economic factors. We present a comprehensive review of the benefits and risks of the crop across these dimensions and provide a new synthesis. We conclude that while oil palm has had a significant negative impact on habitat and biodiversity, it plays a minor role compared with poaching, illegal logging and threats from climate change. There are important opportunities for the industry to reverse this damage. Its reputation for negative health impacts are not backed up by the scientific evidence and indeed there may be health benefits from substituting some oils in the diet with oil palm. Positive social and economic impacts are most obvious in areas where proper market-led economies are in place, but there can be significant negative social impacts in less developed areas. We conclude that much of the reputation of palm oil is not based on a balanced interpretation of the scientific evidence. Provided future development is zero deforestation, does not occur on peat, uses methane capture technology at the mills, empowers indigenous smallholders and supports the regeneration of secondary forest, we conclude that oil palm can be the most environmentally, socially and economically sustainable means to meet future demand for vegetable oil. Indeed, with pro-active collaboration with relevant non-government organisations, oil palm can be part of the solution to reversing the degradation of tropical forest biomes. © 2019 Lembaga Minyak Sawit Malaysia. All rights reserved.","Oil palm; Response to critics; Sustainability",,Review,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85074105369
"Tadeo-Noble A.E., Valdez-Hernández J.I., Beltrán-Rodríguez L., García-Moya E.","57211294273;6508079292;56042677500;6602892388;","Effect of logging on tree structure and diversity in tropical forests of Quintana Roo, Mexico [Efecto del aprovechamiento forestal sobre la estructura y diversidad arbórea en selvas tropicales de Quintana Roo, México]",2019,"Bosque","40","2",,"129","140",,2,"10.4067/S0717-92002019000100129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073379442&doi=10.4067%2fS0717-92002019000100129&partnerID=40&md5=055c12d556436e98d969d8a966d92fcf","Timber harvesting may lead to changes in the dasonomic and ecological attributes of tree vegetation, affecting the productivity and biodiversity of ecosystems. Although, little is known about the effect of this practice on the tropical forests of Mexico. The aim was to compare the structure and diversity in forest ejidos under timber harvesting in Quintana Roo. Two inventories (2009) were developed in Permanent Forest Areas (PFA) of medium evergreen forests. In Bacalar, 625 plots of 10x25 m distributed in 15.6 ha were used, while in Noh Bec 302 plots of 10x40m located in 48.32 ha. In each plot, all trees with normal diameter ≥ 7.5 cm were measured to document richness and dasometric variables. Structural indexes (IVI and FMVI) and diversity indexes (Shannon-Wiener H’ and Sorensen Cs) were also calculated. In Bacalar there were 86 tree species (36 families and 81 genera), 284 tree ha-1, 7.3 m2 ha-1 of BA and 86.4 m3 ha-1 of TTV; whereas in Noh Bec, we registered 106 species (34 families and 94 genera), 625 individuals ha-1, 23.9 m2 ha-1 of BA and 183.8 m3 ha-1 of TTV. Bursera simaruba (IVI= 16.6 %, FMVI= 18.1 %) was the dominant species in Bacalar, whereas in Noh Bec it was Pouteria reticulata (IVI= 13.5 %, FMVI= 14.8 %). The species diversity was not different (P &gt; 0.05) between ejidos (H’= 3.48 vs H’= 3.37); nonetheless there was a high floristic similarity (Cs= 60.4 %). Our results provide evidence that timber harvesting associated with the history of natural disturbances drives a key role in the structure and diversity of tropical forests. © 2019, Universidad Austral de Chile. All rights reserved.","Bacalar; Forest management value index; Importance value index; Noh Bec; Shannon-Wiener and Sorensen indexes","Tadeo-Noble, A.E.; Colegio de Postgraduados, Carretera México-Texcoco km 36,5 Montecillo, Mexico; email: alfredotadeo@gmail.com",Article,"Final","",Scopus,2-s2.0-85073379442
"Azian M., Nizam M.S., Samsudin M., Ismail P., Nur-Hajar Z.S., Lim K.L., Yusoff M.","56630851600;36651346400;35811189000;55941741100;37079451800;57200191575;57211183939;","Carbon emission assessment from different logging activities in production forest of Pahang, Malaysia",2019,"Journal of Tropical Forest Science","31","3",,"304","311",,4,"10.26525/jtfs2019.31.3.304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072308867&doi=10.26525%2fjtfs2019.31.3.304&partnerID=40&md5=97f476af0c3eafe38744c0d257e9a115","Logging activities in the forest contribute towards carbon emission into the atmosphere, which impacts global climate. It is anticipated that different logging activities could be a significant factor that contribute to the emission. Hence, a study was conducted to assess logging emission from different logging techniques, viz. the current selective management system (SMS) - reduced impact logging (RIL) prescription, and the improvised of RIL prescription - low impact logging (LIL) using the Rimbaka machine. The study site is a production forest in the Ulu Jelai Forest Reserve, Lipis, Pahang. Surveys were carried out in monitoring plots of RIL and LIL, including carbon emission from logging activities. Assessment of logging emission indicated that the LIL technique emitted much less carbon into the atmosphere compared to RIL technique. Among the emission components, i.e. skid trails, logging roads and logging decks, the amount of emissions were 37% significantly lower in LIL compared to RIL. In conclusion, improved logging techniques to minimise damages to the residual forest stands are among the mitigation actions taken to reduce carbon emission from timber extraction in the forest. The LIL appears to provide a strategy for managing tropical forest that minimises the potential risks to climate, associated with large changes in carbon emission into the atmosphere. © Forest Research Institute Malaysia","Forest harvesting; Logging emission; Low impact logging; Reduced impact logging",,Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85072308867
"Kupec P., Škvareninová L.","6507039784;57209617986;","Tourism and recreational potential in Solomon Islands exceeding the benefits of logging sector",2019,"Public Recreation and Landscape Protection - With Sense Hand in Hand... Conference Proceeding",,,,"434","437",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068252081&partnerID=40&md5=db4019ae7e0f7a09c393759f7d7904d0","Most of the area in Solomon Islands is covered by tropical forests, possessing abundant diversity of endemic animal species (Solomon eagle, Red-knobbed Imperial Pigeon) and native plants (orchids, begonias, palms). Many of these unique species are endangered due to unsustainable logging practices over the last decades. This paper emphasizes the long-term benefits of recreational and ecotourism functions of forests exceeding the current value of timber for export. Logging sector, as the main economic driver in Solomon Islands today, has very negative impacts on ecosystem and may cause irreversible loss of forests in the forthcoming future. The change can be achieved by promoting successful models of ecotourism, such as conservation projects in Tetepare Island or Kolombangara. Replacement of short-term economic benefits by long-term benefits of ecotourism is a necessary step to protect the precious forests and to attract the local and foreign tourists to Solomon Islands. © 2019 Public Recreation and Landscape Protection - With Sense Hand in Hand... Conference Proceeding. All rights reserved.","Biodiversity; Deforestation; Ecotourism; Endemic species; Solomon Islands","Škvareninová, L.; Department of Landscape Management, Zemědělská 3, Czech Republic; email: cao.skvareninova@yahoo.com",Conference Paper,"Final","",Scopus,2-s2.0-85068252081
"Roslan Z.H., Kim J.H., Ismail R., Hamzah R.","57203641140;42461559500;57195320416;57193733629;","Tree crown detection and delineation using digital image processing",2019,"Advances in Intelligent Systems and Computing","935",,,"412","423",,1,"10.1007/978-3-030-19063-7_33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066857455&doi=10.1007%2f978-3-030-19063-7_33&partnerID=40&md5=3fbd103f2a0224ebc8aa03e555410546","In this studies, we conduct research on identification of tree species prior to logging is one of the important new initiative to support the management of tropical forests. The use of drone and the improved technique of image processing will increase the potential of identifying tree species, particularly the commercial species, so that the value of timber in that area could be assessed. Only when the value of timber is found to be attractive for timber operation, the area could be opened for timber operation. Otherwise that area could be used for protection of biodiversity purposes. The drone will be used to capture the image of forests as the image data sets. Several algorithms are used for visual enhancement as well as the edge detection operator and morphological operation for segmentation and identification of crown image. © Springer Nature Switzerland AG 2019.","Forestry; Image processing; Quad-copter drone; Tree detection","Roslan, Z.H.; Department of Information and Communication, South Korea; email: zhafriroslan@gmail.com",Conference Paper,"Final","",Scopus,2-s2.0-85066857455
"Hernández-Gómez I.U., Cerdan-Cabrera C.R., Navarro-Martínez A., Vazquez-Luna D., Armenta-Montero S., Ellis E.A.","57194193963;57208025124;55936144000;36613770100;56566753300;57203039362;","Assessment of the claslite forest monitoring system in detecting disturbance from selective logging in the Selva Maya, Mexico",2019,"Silva Fennica","53","1","10012","","",,4,"10.14214/sf.10012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065786979&doi=10.14214%2fsf.10012&partnerID=40&md5=48c14b418686a0eefdb2389b622640b8","Detecting and monitoring forest disturbance from selective logging is necessary to develop effective strategies and polices that conserve tropical forests and mitigate climate change. We assessed the potential of using the remote sensing tool, CLASlite forest monitoring system, to detect disturbance from timber harvesting in four community forests (ejidos) of the Selva Maya on the Yucatan Peninsula, Mexico. Selective logging impacts (e.g. felling gaps, skid trails, logging roads and log landings) were mapped using GPS in the 2014 annual cutting areas (ACAs) of each ejido. We processed and analyzed two pre-harvest Landsat images (2001 and 2013) and one post-harvest image (November 2014) with the CLASlite system, producing maps of degraded, deforested and unlogged areas in each ACA. Based on reference points of disturbed (felling and skidding), deforested (log landings and roads) and unlogged areas in each ACA, we applied accuracy assessments which showed very low overall accuracies (&lt;19.1%). Selective logging impacts, mainly from log landings and new logging road construction, were detected in only one ejido which had the highest logging intensity (7 m3 ha–1). © 2019, Finnish Society of Forest Science. All rights reserved.","Community forestry; Forest degradation; Tropical forest; Yucatan Peninsula","Ellis, E.A.; Centro de Investigaciones Tropicales (CITRO), Morelos No. 44 y 46, Zona Centro, Mexico; email: eellis@uv.mx",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85065786979
"Runting R.K., Ruslandi, Griscom B.W., Struebig M.J., Satar M., Meijaard E., Burivalova Z., Cheyne S.M., Deere N.J., Game E.T., Putz F.E., Wells J.A., Wilting A., Ancrenaz M., Ellis P., Khan F.A.A., Leavitt S.M., Marshall A.J., Possingham H.P., Watson J.E.M., Venter O.","50162328700;54792396200;6507912815;15760962100;57205399295;57202652219;56293154900;23396245300;57191836567;14019579900;7003474461;36609382100;15133557500;6603628884;56003198500;56949759900;57196349572;57201971797;7006846637;55213700400;24825475700;","Larger gains from improved management over sparing–sharing for tropical forests",2019,"Nature Sustainability","2","1",,"53","61",,26,"10.1038/s41893-018-0203-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059908257&doi=10.1038%2fs41893-018-0203-0&partnerID=40&md5=0bdc931d4e4cd3a171c54d32a250c455","Tropical forests are globally important for both biodiversity conservation and the production of economically valuable wood products. To deliver both simultaneously, two contrasting approaches have been suggested: one partitions forests (sparing); the other integrates both objectives in the same location (sharing). To date, the ‘sparing or sharing’ debate has focused on agricultural landscapes, with scant attention paid to forest management. We explore the delivery of biodiversity and wood products in a continuum of sparing-to-sharing scenarios, using spatial optimization with set economic returns in East Kalimantan, Indonesia—a biodiversity hotspot. We found that neither sparing nor sharing extremes are optimal, although the greatest conservation value was attained towards the sparing end of the continuum. Critically, improved management strategies, such as reduced-impact logging, provided larger conservation gains than altering the balance between sparing and sharing, particularly for endangered species. Ultimately, debating sparing versus sharing has limited value while larger gains remain from improving forest management. © 2019, The Author(s), under exclusive licence to Springer Nature Limited.",,"Runting, R.K.; School of Earth and Environmental Sciences, Australia; email: rebecca.runting@unimelb.edu.au",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85059908257
"Cerullo G.R., Edwards D.P.","57203753968;7404087101;","Actively restoring resilience in selectively logged tropical forests",2019,"Journal of Applied Ecology","56","1",,"107","118",,28,"10.1111/1365-2664.13262","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052814154&doi=10.1111%2f1365-2664.13262&partnerID=40&md5=9e5612b7de131a11a7563cc0522bee3f","Huge tracts of tropical forest are selectively logged. Meanwhile, emerging global agendas are providing unprecedented incentives for large-scale restoration within human-impacted tropical forest landscapes. Whilst logged forests have high conservation value, their adoption within these agendas remains controversial. We review the value of restoring logged tropical forests for boosting economic and environmental resilience. Targeted interventions can recover depleted timber stocks, increase saleable carbon stores, and deliver employment and non-timber forest products (NTFPs) to local communities. Restoration has mixed outcomes for biodiversity but if it improves relogging practices and protects forests from conversion to agricultural plantations may have major positive impacts. We also examine socio-economic and political pathways for upscaling logged forest restoration and their incorporation into sustainable forestry, given political and commercial malaise on post-logging interventions. Spurring these transitions will require strong institutions, executed by policies that enable long-term concession licences and community land tenure, that leverage commercial involvement and payments for ecosystem services, and that optimise existing interventions. Research frontiers include: (a) validating the economic and technical feasibility of different interventions; (b) understanding how these interventions impact on synergies and trade-offs between ecosystem services, NTFPs, and biodiversity; and (c) identifying when to restore a logged forest. This requires establishing long-term experimental trials that jointly track environmental and socioeconomic outcomes. Synthesis and applications. Post-logging interventions can deliver various timber, carbon, socioeconomic and potentially biodiversity benefits but are underemployed and undervalued pantropically. Opportunities exist to optimise interventions by tailoring incentives, policies, and management to ecological and social circumstances. Governments, conservation bodies and the private sector must underscore restoration of production forests as a major future objective, including via greater adoption in global initiatives, including forest and landscape restoration under the Bonn Challenge and the Reducing Emissions from Deforestation and Forest Degradation (REDD+) agenda. © 2018 The Authors. Journal of Applied Ecology © 2018 British Ecological Society","biodiversity; climber cutting; enrichment planting; logged tropical forest; REDD+; restoration; selective logging; silviculture","Cerullo, G.R.; Department of Animal and Plant Sciences, United Kingdom; email: gcerullo95@gmail.com",Review,"Final","All Open Access, Bronze",Scopus,2-s2.0-85052814154
"Antoneli V., Thomaz E.L., Bednarz J.A.","36707164400;25926224900;57200299817;","The Faxinal System: Forest fragmentation and soil degradation on the communal grazing land",2019,"Singapore Journal of Tropical Geography","40","1",,"34","49",,2,"10.1111/sjtg.12258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052626881&doi=10.1111%2fsjtg.12258&partnerID=40&md5=ff7eb19f52ffa33975ce5063b21c8775","The Brazilian faxinal is a traditional agrosilvopastoral system, which combines extensive grazing, subsistence cropping and low impact forest extraction, managed within a communal property system. Today it is at serious risk of disappearing due to increasing grazing pressure and logging activities that are leading to environmental problems such as forest fragmentation and soil degradation. The objectives of the study were to: a) evaluate soil physical degradation levels in different grazing areas within the faxinal system; and b) correlate soil degradation, fodder quantity and livestock dynamics in different pasture areas according to the household's location. Landscape mapping, vegetation surveys, and livestock grazing dynamics were assessed. In addition, soil physical parameters were evaluated for each land use (e.g., resistance, bulk density, porosity, moisture, and water infiltration rates). Results showed that livestock grazing and household locations are the main driving forces that lead to forest fragmentation. The household location creates three interrelated gradients in the communal grazing land: 1) soil physical degradation decreases from the pasture areas to araucaria forests; 2) fodder quantity decreases from pastures to araucaria forests; and 3) the livestock grazing intensity decreases from pastures to araucaria forests. In addition, some management practices to mitigate land degradation, including improvement of pastures, installation of removable troughs for drinking water in the upland areas and restriction of livestock from the riparian zone, have been proposed. © 2018 Department of Geography, National University of Singapore and John Wiley & Sons Australia, Ltd","land use change; shallow soil; soil quality; subsistence agriculture; subtropical forest","Antoneli, V.; Department of Geography, Campus de Irati, Brazil; email: vaantoneli@gmail.com",Article,"Final","",Scopus,2-s2.0-85052626881
"Hiltner U., Huth A., Bräuning A., Hérault B., Fischer R.","56905451800;35550089500;6603476391;8715617900;57207754868;","Simulation of succession in a neotropical forest: High selective logging intensities prolong the recovery times of ecosystem functions",2018,"Forest Ecology and Management","430",,,"517","525",,10,"10.1016/j.foreco.2018.08.042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052665508&doi=10.1016%2fj.foreco.2018.08.042&partnerID=40&md5=13518c26427a739ab8036067f0a9b173","There is increasing concern, to what extent production forests in the Neotropics are sustainably managed. The implementation of effective forest management strategies that are ecologically beneficial plays thus a central role to prevent forest degradation. However, to identify effective forest management strategies, there is a need for methods supporting the decision-making process. The main objective of our study is to analyze the mid- and long-term impacts of different management intensities, such as varying the minimum stem diameter of harvestable commercial trees, on the dynamic and structure of a species-rich tropical lowland forest of French Guiana. Therefore, we have applied the management module of a dynamic forest model and analyzed simulation experiments for undisturbed forest growth and selective logging. For the first time we were able to quantify the mean recovery times of multiple ecosystem functions and properties (biomass, gross primary production, leaf area index, Shanon diversity, timber volume) after selective logging. Accordingly, we validated simulation results (biomass, number of trees harvested) of selective logging with forest inventory data from the last 32 years. The forest model reliably reproduces the observed pre-logging biomass, tree-size distribution, and logging intensity (10 trees/ha, 39 m3/ha). In addition, it became clear how strongly management with higher logging intensities influences the forest in the long term: (1) the mean recovery times of the investigated ecosystem functions were significantly extended. With very intensive logging (116 m3/ha), the average recovery time of forest biomass was almost twice as long as in a moderate simulation scenario (tint 138 a, tmod 77 a). Similar patterns were observed for other ecosystem functions, e.g. timber volume (tint 158 a, tmod 62 a). (2) Additionally, the functional composition shifted, as up to 30% pioneer tree species in particular invaded the forest. This innovative use of forest growth models may help in the development of ecologically reasonable forest management strategies. © 2018 Elsevier B.V.","Biomass productivity; dbh of lower cutting threshold; Forest gap model FORMIND; Leaf area index; Shannon diversity; Timber volume","Hiltner, U.; Department of Ecological Modelling, Permoserstr. 15, Germany; email: ulrike.hiltner@ufz.de",Article,"Final","",Scopus,2-s2.0-85052665508
"Hari Poudyal B., Maraseni T., Cockfield G.","56946693700;15126996400;6504435747;","Evolutionary dynamics of selective logging in the tropics: A systematic review of impact studies and their effectiveness in sustainable forest management",2018,"Forest Ecology and Management","430",,,"166","175",,21,"10.1016/j.foreco.2018.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051376386&doi=10.1016%2fj.foreco.2018.08.006&partnerID=40&md5=c5f5868d2f416a16dc97d4c32c06b73e","Selective logging is the dominant timber harvesting practice in natural tropical forests. Considering its scale and its contribution to forest management outcome, efficient management of selective logging is crucial to address challenges associated with timber demand, carbon sequestration and biodiversity conservation. Ongoing selective logging has been a key reason for forest degradation despite a set of recommended practices such as reduced-impact logging. With the objective of drawing the attention of scholars and policy makers to answer the question why effectiveness of selective logging practice is still an issue, we tracked the trend and pattern of scholarly research related to the impact of selective logging. Using a systematic review of literature, we explored and discussed the possible factors hindering implementation of improved forest harvesting practices and the overall knowledge gaps yet not explored in this field of research. This review found consensus among scholars that implementation of improved forest harvesting is still rare despite the constant efforts made by researchers since the 1970s. Based on the review findings we concluded that concentration of research on specific countries, insufficient coverage of diversified forest dimensions/thematic areas, and higher concerns relating to ecological impacts of forest management are the reasons behind poor adoption of research outcomes of improved logging practices. Likewise, their implementation is further hindered by limited attention to the interests and needs of the forest managers/owners, lack of coordination and collaboration among stakeholders and negligible support to develop stakeholders’ capacity. Our review suggests a broadening of the geographical and thematic focus of the study as well as a consideration of effective engagement and capacity development of the forest managers/owners and stakeholders in selective logging policies and practices. © 2018 Elsevier B.V.","Biodiversity conservation; Carbon sequestration; Forest degradation; Forest harvesting; Forest policy; Reduced- impact logging; Timber recovery","Hari Poudyal, B.; University of Southern QueenslandAustralia; email: Bishnuhari.Poudyal@usq.edu.au",Review,"Final","",Scopus,2-s2.0-85051376386
